,(jL5S1) : (X-axis) : (mean),(jL5S1) : (X-axis) : (variance),(jL5S1) : (X-axis) : (abs mean sample diff),(jL5S1) : (Y-axis) : (mean),(jL5S1) : (Y-axis) : (variance),(jL5S1) : (Y-axis) : (abs mean sample diff),(jL5S1) : (Z-axis) : (mean),(jL5S1) : (Z-axis) : (variance),(jL5S1) : (Z-axis) : (abs mean sample diff),"jL5S1: (x,y,z) : (covariance)",(jL4L3) : (X-axis) : (mean),(jL4L3) : (X-axis) : (variance),(jL4L3) : (X-axis) : (abs mean sample diff),(jL4L3) : (Y-axis) : (mean),(jL4L3) : (Y-axis) : (variance),(jL4L3) : (Y-axis) : (abs mean sample diff),(jL4L3) : (Z-axis) : (mean),(jL4L3) : (Z-axis) : (variance),(jL4L3) : (Z-axis) : (abs mean sample diff),"jL4L3: (x,y,z) : (covariance)",(jL1T12) : (X-axis) : (mean),(jL1T12) : (X-axis) : (variance),(jL1T12) : (X-axis) : (abs mean sample diff),(jL1T12) : (Y-axis) : (mean),(jL1T12) : (Y-axis) : (variance),(jL1T12) : (Y-axis) : (abs mean sample diff),(jL1T12) : (Z-axis) : (mean),(jL1T12) : (Z-axis) : (variance),(jL1T12) : (Z-axis) : (abs mean sample diff),"jL1T12: (x,y,z) : (covariance)",(jT9T8) : (X-axis) : (mean),(jT9T8) : (X-axis) : (variance),(jT9T8) : (X-axis) : (abs mean sample diff),(jT9T8) : (Y-axis) : (mean),(jT9T8) : (Y-axis) : (variance),(jT9T8) : (Y-axis) : (abs mean sample diff),(jT9T8) : (Z-axis) : (mean),(jT9T8) : (Z-axis) : (variance),(jT9T8) : (Z-axis) : (abs mean sample diff),"jT9T8: (x,y,z) : (covariance)",(jT1C7) : (X-axis) : (mean),(jT1C7) : (X-axis) : (variance),(jT1C7) : (X-axis) : (abs mean sample diff),(jT1C7) : (Y-axis) : (mean),(jT1C7) : (Y-axis) : (variance),(jT1C7) : (Y-axis) : (abs mean sample diff),(jT1C7) : (Z-axis) : (mean),(jT1C7) : (Z-axis) : (variance),(jT1C7) : (Z-axis) : (abs mean sample diff),"jT1C7: (x,y,z) : (covariance)",(jC1Head) : (X-axis) : (mean),(jC1Head) : (X-axis) : (variance),(jC1Head) : (X-axis) : (abs mean sample diff),(jC1Head) : (Y-axis) : (mean),(jC1Head) : (Y-axis) : (variance),(jC1Head) : (Y-axis) : (abs mean sample diff),(jC1Head) : (Z-axis) : (mean),(jC1Head) : (Z-axis) : (variance),(jC1Head) : (Z-axis) : (abs mean sample diff),"jC1Head: (x,y,z) : (covariance)",(jRightT4Shoulder) : (X-axis) : (mean),(jRightT4Shoulder) : (X-axis) : (variance),(jRightT4Shoulder) : (X-axis) : (abs mean sample diff),(jRightT4Shoulder) : (Y-axis) : (mean),(jRightT4Shoulder) : (Y-axis) : (variance),(jRightT4Shoulder) : (Y-axis) : (abs mean sample diff),(jRightT4Shoulder) : (Z-axis) : (mean),(jRightT4Shoulder) : (Z-axis) : (variance),(jRightT4Shoulder) : (Z-axis) : (abs mean sample diff),"jRightT4Shoulder: (x,y,z) : (covariance)",(jRightShoulder) : (X-axis) : (mean),(jRightShoulder) : (X-axis) : (variance),(jRightShoulder) : (X-axis) : (abs mean sample diff),(jRightShoulder) : (Y-axis) : (mean),(jRightShoulder) : (Y-axis) : (variance),(jRightShoulder) : (Y-axis) : (abs mean sample diff),(jRightShoulder) : (Z-axis) : (mean),(jRightShoulder) : (Z-axis) : (variance),(jRightShoulder) : (Z-axis) : (abs mean sample diff),"jRightShoulder: (x,y,z) : (covariance)",(jRightElbow) : (X-axis) : (mean),(jRightElbow) : (X-axis) : (variance),(jRightElbow) : (X-axis) : (abs mean sample diff),(jRightElbow) : (Y-axis) : (mean),(jRightElbow) : (Y-axis) : (variance),(jRightElbow) : (Y-axis) : (abs mean sample diff),(jRightElbow) : (Z-axis) : (mean),(jRightElbow) : (Z-axis) : (variance),(jRightElbow) : (Z-axis) : (abs mean sample diff),"jRightElbow: (x,y,z) : (covariance)",(jRightWrist) : (X-axis) : (mean),(jRightWrist) : (X-axis) : (variance),(jRightWrist) : (X-axis) : (abs mean sample diff),(jRightWrist) : (Y-axis) : (mean),(jRightWrist) : (Y-axis) : (variance),(jRightWrist) : (Y-axis) : (abs mean sample diff),(jRightWrist) : (Z-axis) : (mean),(jRightWrist) : (Z-axis) : (variance),(jRightWrist) : (Z-axis) : (abs mean sample diff),"jRightWrist: (x,y,z) : (covariance)",(jLeftT4Shoulder) : (X-axis) : (mean),(jLeftT4Shoulder) : (X-axis) : (variance),(jLeftT4Shoulder) : (X-axis) : (abs mean sample diff),(jLeftT4Shoulder) : (Y-axis) : (mean),(jLeftT4Shoulder) : (Y-axis) : (variance),(jLeftT4Shoulder) : (Y-axis) : (abs mean sample diff),(jLeftT4Shoulder) : (Z-axis) : (mean),(jLeftT4Shoulder) : (Z-axis) : (variance),(jLeftT4Shoulder) : (Z-axis) : (abs mean sample diff),"jLeftT4Shoulder: (x,y,z) : (covariance)",(jLeftShoulder) : (X-axis) : (mean),(jLeftShoulder) : (X-axis) : (variance),(jLeftShoulder) : (X-axis) : (abs mean sample diff),(jLeftShoulder) : (Y-axis) : (mean),(jLeftShoulder) : (Y-axis) : (variance),(jLeftShoulder) : (Y-axis) : (abs mean sample diff),(jLeftShoulder) : (Z-axis) : (mean),(jLeftShoulder) : (Z-axis) : (variance),(jLeftShoulder) : (Z-axis) : (abs mean sample diff),"jLeftShoulder: (x,y,z) : (covariance)",(jLeftElbow) : (X-axis) : (mean),(jLeftElbow) : (X-axis) : (variance),(jLeftElbow) : (X-axis) : (abs mean sample diff),(jLeftElbow) : (Y-axis) : (mean),(jLeftElbow) : (Y-axis) : (variance),(jLeftElbow) : (Y-axis) : (abs mean sample diff),(jLeftElbow) : (Z-axis) : (mean),(jLeftElbow) : (Z-axis) : (variance),(jLeftElbow) : (Z-axis) : (abs mean sample diff),"jLeftElbow: (x,y,z) : (covariance)",(jLeftWrist) : (X-axis) : (mean),(jLeftWrist) : (X-axis) : (variance),(jLeftWrist) : (X-axis) : (abs mean sample diff),(jLeftWrist) : (Y-axis) : (mean),(jLeftWrist) : (Y-axis) : (variance),(jLeftWrist) : (Y-axis) : (abs mean sample diff),(jLeftWrist) : (Z-axis) : (mean),(jLeftWrist) : (Z-axis) : (variance),(jLeftWrist) : (Z-axis) : (abs mean sample diff),"jLeftWrist: (x,y,z) : (covariance)",(jRightHip) : (X-axis) : (mean),(jRightHip) : (X-axis) : (variance),(jRightHip) : (X-axis) : (abs mean sample diff),(jRightHip) : (Y-axis) : (mean),(jRightHip) : (Y-axis) : (variance),(jRightHip) : (Y-axis) : (abs mean sample diff),(jRightHip) : (Z-axis) : (mean),(jRightHip) : (Z-axis) : (variance),(jRightHip) : (Z-axis) : (abs mean sample diff),"jRightHip: (x,y,z) : (covariance)",(jRightKnee) : (X-axis) : (mean),(jRightKnee) : (X-axis) : (variance),(jRightKnee) : (X-axis) : (abs mean sample diff),(jRightKnee) : (Y-axis) : (mean),(jRightKnee) : (Y-axis) : (variance),(jRightKnee) : (Y-axis) : (abs mean sample diff),(jRightKnee) : (Z-axis) : (mean),(jRightKnee) : (Z-axis) : (variance),(jRightKnee) : (Z-axis) : (abs mean sample diff),"jRightKnee: (x,y,z) : (covariance)",(jRightAnkle) : (X-axis) : (mean),(jRightAnkle) : (X-axis) : (variance),(jRightAnkle) : (X-axis) : (abs mean sample diff),(jRightAnkle) : (Y-axis) : (mean),(jRightAnkle) : (Y-axis) : (variance),(jRightAnkle) : (Y-axis) : (abs mean sample diff),(jRightAnkle) : (Z-axis) : (mean),(jRightAnkle) : (Z-axis) : (variance),(jRightAnkle) : (Z-axis) : (abs mean sample diff),"jRightAnkle: (x,y,z) : (covariance)",(jRightBallFoot) : (X-axis) : (mean),(jRightBallFoot) : (X-axis) : (variance),(jRightBallFoot) : (X-axis) : (abs mean sample diff),(jRightBallFoot) : (Y-axis) : (mean),(jRightBallFoot) : (Y-axis) : (variance),(jRightBallFoot) : (Y-axis) : (abs mean sample diff),(jRightBallFoot) : (Z-axis) : (mean),(jRightBallFoot) : (Z-axis) : (variance),(jRightBallFoot) : (Z-axis) : (abs mean sample diff),"jRightBallFoot: (x,y,z) : (covariance)",(jLeftHip) : (X-axis) : (mean),(jLeftHip) : (X-axis) : (variance),(jLeftHip) : (X-axis) : (abs mean sample diff),(jLeftHip) : (Y-axis) : (mean),(jLeftHip) : (Y-axis) : (variance),(jLeftHip) : (Y-axis) : (abs mean sample diff),(jLeftHip) : (Z-axis) : (mean),(jLeftHip) : (Z-axis) : (variance),(jLeftHip) : (Z-axis) : (abs mean sample diff),"jLeftHip: (x,y,z) : (covariance)",(jLeftKnee) : (X-axis) : (mean),(jLeftKnee) : (X-axis) : (variance),(jLeftKnee) : (X-axis) : (abs mean sample diff),(jLeftKnee) : (Y-axis) : (mean),(jLeftKnee) : (Y-axis) : (variance),(jLeftKnee) : (Y-axis) : (abs mean sample diff),(jLeftKnee) : (Z-axis) : (mean),(jLeftKnee) : (Z-axis) : (variance),(jLeftKnee) : (Z-axis) : (abs mean sample diff),"jLeftKnee: (x,y,z) : (covariance)",(jLeftAnkle) : (X-axis) : (mean),(jLeftAnkle) : (X-axis) : (variance),(jLeftAnkle) : (X-axis) : (abs mean sample diff),(jLeftAnkle) : (Y-axis) : (mean),(jLeftAnkle) : (Y-axis) : (variance),(jLeftAnkle) : (Y-axis) : (abs mean sample diff),(jLeftAnkle) : (Z-axis) : (mean),(jLeftAnkle) : (Z-axis) : (variance),(jLeftAnkle) : (Z-axis) : (abs mean sample diff),"jLeftAnkle: (x,y,z) : (covariance)",(jLeftBallFoot) : (X-axis) : (mean),(jLeftBallFoot) : (X-axis) : (variance),(jLeftBallFoot) : (X-axis) : (abs mean sample diff),(jLeftBallFoot) : (Y-axis) : (mean),(jLeftBallFoot) : (Y-axis) : (variance),(jLeftBallFoot) : (Y-axis) : (abs mean sample diff),(jLeftBallFoot) : (Z-axis) : (mean),(jLeftBallFoot) : (Z-axis) : (variance),(jLeftBallFoot) : (Z-axis) : (abs mean sample diff),"jLeftBallFoot: (x,y,z) : (covariance)",(Over all features) : (X-axis) : (mean),(Over all features) : (X-axis) : (variance),(Over all features) : (X-axis) : (abs mean sample diff),(Over all features) : (Y-axis) : (mean),(Over all features) : (Y-axis) : (variance),(Over all features) : (Y-axis) : (abs mean sample diff),(Over all features) : (Z-axis) : (mean),(Over all features) : (Z-axis) : (variance),(Over all features) : (Z-axis) : (abs mean sample diff)
D2,0.7945,0.9933,0.1213,0.2777,2.3529,0.1359,2.9751,1.066,0.1456,"[[0.9934, -0.598, -0.1655], [-0.598, 2.353, 0.2341], [-0.1655, 0.2341, 1.066]]",0.3554,0.1932,0.0537,0.1187,0.4674,0.0606,1.323,0.2099,0.0646,"[[0.1932, -0.1139, -0.032], [-0.1139, 0.4674, 0.044], [-0.032, 0.044, 0.2099]]",0.3554,0.1932,0.0537,0.1187,0.4674,0.0606,1.323,0.2099,0.0646,"[[0.1932, -0.1139, -0.032], [-0.1139, 0.4674, 0.044], [-0.032, 0.044, 0.2099]]",0.2669,0.1083,0.0402,0.0883,0.2632,0.0455,0.9924,0.118,0.0484,"[[0.1083, -0.0636, -0.0179], [-0.0636, 0.2632, 0.0245], [-0.0179, 0.0245, 0.118]]",1.8687,7.726,0.1664,-3.9771,13.297,0.1326,22.3051,8.8928,0.2263,"[[7.7263, -6.6376, 1.8396], [-6.6376, 13.2977, 1.943], [1.8396, 1.943, 8.8932]]",2.3055,20.6022,0.2891,-7.7732,52.1597,0.265,5.1899,30.0812,0.4216,"[[20.6031, -18.5471, 7.6025], [-18.5471, 52.1621, 6.2817], [7.6025, 6.2817, 30.0826]]",-6.4619,9.1816,0.3343,-0.4685,26.013,0.812,8.7747,12.1385,0.5204,"[[9.182, -8.4811, 4.8119], [-8.4811, 26.0142, 3.9279], [4.8119, 3.9279, 12.139]]",25.6737,28.1573,0.5254,-16.0211,102.3144,1.0884,-11.2096,169.4754,1.3208,"[[28.1586, 4.2685, 23.8351], [4.2685, 102.3192, 117.8374], [23.8351, 117.8374, 169.4832]]",-8.427,22.434,0.5546,103.5887,90.082,0.8504,10.5099,136.2891,0.5536,"[[22.4351, 2.8598, -30.8285], [2.8598, 90.0861, -90.2656], [-30.8285, -90.2656, 136.2954]]",-4.89,43.9792,0.5623,34.2328,39.7454,0.8126,-9.3737,57.855,0.6377,"[[43.9812, 3.3603, -34.645], [3.3603, 39.7472, 0.6544], [-34.645, 0.6544, 57.8577]]",-6.7083,18.4722,0.4297,-2.3082,52.3155,0.8487,6.5379,20.3195,0.4891,"[[18.4731, -27.7623, 16.6979], [-27.7623, 52.318, -25.2491], [16.6979, -25.2491, 20.3205]]",28.705,32.9626,0.4135,0.3441,26.3576,0.721,-3.5981,146.582,1.1201,"[[32.9641, -18.5783, 4.5631], [-18.5783, 26.3588, 28.4266], [4.5631, 28.4266, 146.5888]]",-14.9118,30.8564,0.4402,107.7122,49.5472,0.9034,10.4749,71.2844,0.6214,"[[30.8578, 9.6924, -36.6476], [9.6924, 49.5495, -42.6785], [-36.6476, -42.6785, 71.2877]]",-16.8343,31.1182,0.4788,29.9147,25.9872,0.6655,10.9379,84.1529,0.7747,"[[31.1197, -1.7895, -25.9852], [-1.7895, 25.9884, -17.9843], [-25.9852, -17.9843, 84.1568]]",6.0339,41.1051,0.6844,-2.4832,25.7252,0.6487,-16.2008,111.8013,1.1863,"[[41.107, 13.2294, 47.0352], [13.2294, 25.7264, 44.3645], [47.0352, 44.3645, 111.8064]]",-2.8224,77.4743,1.0208,-0.5729,30.8482,0.9611,19.8983,452.5274,2.0816,"[[77.4779, 6.6299, -140.5019], [6.6299, 30.8496, 24.5766], [-140.5019, 24.5766, 452.5484]]",-9.0544,17.3965,0.6591,5.1117,54.4654,0.9797,-5.9603,183.0566,1.8255,"[[17.3973, -20.0934, 28.7523], [-20.0934, 54.4679, -50.7391], [28.7523, -50.7391, 183.065]]",5.6147,58.5722,1.4147,-0.0697,5.8461,0.5548,-8.1179,169.091,2.1042,"[[58.5749, -0.1709, -75.0123], [-0.1709, 5.8464, -12.9533], [-75.0123, -12.9533, 169.0988]]",4.8423,18.8966,0.5214,-3.4973,26.7997,0.5452,-17.2852,259.5351,1.7192,"[[18.8975, -8.9715, -20.7945], [-8.9715, 26.8009, 49.8344], [-20.7945, 49.8344, 259.5471]]",-3.5204,6.7842,0.4422,-1.4084,18.9047,0.6447,18.4706,519.8676,2.303,"[[6.7845, 5.0856, -4.0854], [5.0856, 18.9056, -19.3814], [-4.0854, -19.3814, 519.8916]]",-3.528,20.3366,0.7159,3.9866,41.5465,0.9305,-12.6575,175.8871,1.6852,"[[20.3375, -18.2679, -19.8304], [-18.2679, 41.5484, -9.2981], [-19.8304, -9.2981, 175.8953]]",2.8558,34.6659,1.0113,0.6497,2.0122,0.3477,-18.9946,293.3772,2.5116,"[[34.6675, 3.0945, 20.6762], [3.0945, 2.0123, -7.777], [20.6762, -7.777, 293.3908]]",0.1142,372.5502,0.1913,11.2529,738.1404,0.1783,0.7416,19844.0043,0.3765
D3,1.3154,1.5904,0.1394,0.8693,2.6726,0.1426,2.2905,0.9607,0.1417,"[[1.5904, -0.8757, -0.4129], [-0.8757, 2.6727, 0.1581], [-0.4129, 0.1581, 0.9607]]",0.5892,0.3098,0.0615,0.3807,0.5312,0.0638,1.0173,0.19,0.0631,"[[0.3098, -0.1695, -0.0805], [-0.1695, 0.5312, 0.0286], [-0.0805, 0.0286, 0.19]]",0.5892,0.3098,0.0615,0.3807,0.5312,0.0638,1.0173,0.19,0.0631,"[[0.3098, -0.1695, -0.0805], [-0.1695, 0.5312, 0.0286], [-0.0805, 0.0286, 0.19]]",0.4426,0.1738,0.0461,0.2847,0.2992,0.0479,0.7629,0.1069,0.0474,"[[0.1738, -0.095, -0.0451], [-0.095, 0.2992, 0.0158], [-0.0451, 0.0158, 0.1069]]",-8.1633,6.9644,0.1737,22.0345,16.0569,0.1155,20.5544,6.6079,0.2106,"[[6.9647, -6.3243, 1.7975], [-6.3243, 16.0577, 0.0897], [1.7975, 0.0897, 6.6082]]",-8.6565,16.1996,0.2857,42.7202,61.1346,0.2371,2.1596,24.1504,0.4072,"[[16.2003, -16.7095, 4.6196], [-16.7095, 61.1374, -2.4974], [4.6196, -2.4974, 24.1516]]",-10.4075,3.3631,0.2487,7.7652,16.1745,0.541,5.6111,17.0096,0.4378,"[[3.3633, -4.0714, 1.8754], [-4.0714, 16.1752, 6.746], [1.8754, 6.746, 17.0104]]",28.2963,12.196,0.3546,-25.0379,189.6596,1.1653,-17.8287,186.2244,1.0379,"[[12.1966, -4.0155, 0.4218], [-4.0155, 189.6684, 173.7116], [0.4218, 173.7116, 186.233]]",-17.4719,57.7802,0.502,92.1597,247.4351,1.1703,17.2108,712.3568,0.9059,"[[57.7829, 61.8561, -150.1535], [61.8561, 247.4465, -342.5416], [-150.1535, -342.5416, 712.3898]]",5.4568,76.8937,0.2846,3.7238,29.1919,0.2477,-0.1687,94.3811,0.462,"[[76.8973, -29.755, -40.2264], [-29.755, 29.1932, -2.2726], [-40.2264, -2.2726, 94.3854]]",-8.1911,4.5869,0.3104,2.8521,17.655,0.847,5.6241,7.7103,0.3951,"[[4.5871, -6.2555, 2.1327], [-6.2555, 17.6558, 1.329], [2.1327, 1.329, 7.7107]]",21.5653,8.8042,0.3568,-25.4341,112.3673,1.176,-17.5147,104.6944,1.0249,"[[8.8046, -6.5036, -2.7956], [-6.5036, 112.3725, 102.0078], [-2.7956, 102.0078, 104.6992]]",-9.7031,37.3246,0.6334,105.6774,59.7954,1.0668,6.9103,79.3365,0.9339,"[[37.3264, 11.4355, -48.6102], [11.4355, 59.7982, -34.1457], [-48.6102, -34.1457, 79.3402]]",5.1255,38.5791,0.6318,3.6909,12.009,0.5053,6.8338,35.1465,0.7564,"[[38.5808, -8.2536, -26.959], [-8.2536, 12.0096, 4.9823], [-26.959, 4.9823, 35.1481]]",7.1676,18.7201,0.5166,-8.6732,86.641,1.4253,-13.7127,228.2245,1.6991,"[[18.721, -24.2212, 18.9692], [-24.2212, 86.645, 49.1272], [18.9692, 49.1272, 228.2351]]",3.433,22.1896,0.6922,-2.1595,21.4887,1.1915,15.4229,635.5263,2.6038,"[[22.1906, 1.5214, 98.3702], [1.5214, 21.4897, -3.511], [98.3702, -3.511, 635.5558]]",-7.3012,19.6545,0.7866,8.4156,49.4146,1.1914,-13.4643,109.9999,1.3742,"[[19.6554, -15.6952, 21.2471], [-15.6952, 49.4169, -44.9496], [21.2471, -44.9496, 110.005]]",2.4243,38.9527,1.2168,0.7837,4.5874,0.5162,-16.8795,310.4258,3.3561,"[[38.9545, 8.0198, -54.6985], [8.0198, 4.5876, -22.0734], [-54.6985, -22.0734, 310.4401]]",-1.0083,55.0783,0.7862,7.2591,103.2187,1.4921,-12.8026,267.064,1.8368,"[[55.0808, 2.7089, 59.6231], [2.7089, 103.2235, 130.7159], [59.6231, 130.7159, 267.0764]]",-2.0009,69.1481,1.1576,-0.3379,29.0303,1.208,20.0656,589.8581,2.6156,"[[69.1513, 4.1187, -130.7151], [4.1187, 29.0317, 60.3898], [-130.7151, 60.3898, 589.8854]]",-6.4918,35.2831,0.9637,1.9693,79.9532,1.4377,-11.1157,128.1776,1.4663,"[[35.2847, -35.8115, 48.0498], [-35.8115, 79.9569, -79.5455], [48.0498, -79.5455, 128.1836]]",3.5682,42.2151,1.0711,1.1499,9.5495,0.5705,-11.9482,372.3875,2.5636,"[[42.217, 15.2333, -112.6015], [15.2333, 9.5499, -50.8292], [-112.6015, -50.8292, 372.4047]]",0.0263,532.5236,0.1481,10.9306,3969.5812,0.3774,-0.4525,46097.0816,0.5824
D4,0.8615,2.3714,0.1477,-0.1065,18.9821,0.351,13.5232,3.195,0.1714,"[[2.3715, -4.5421, 0.9782], [-4.5421, 18.983, -2.754], [0.9782, -2.754, 3.1952]]",0.3737,0.3657,0.0608,-0.0744,3.8726,0.1584,6.0194,0.6374,0.0765,"[[0.3657, -0.6702, 0.1586], [-0.6702, 3.8727, -0.5714], [0.1586, -0.5714, 0.6374]]",0.3737,0.3657,0.0608,-0.0744,3.8726,0.1584,6.0194,0.6374,0.0765,"[[0.3657, -0.6702, 0.1586], [-0.6702, 3.8727, -0.5714], [0.1586, -0.5714, 0.6374]]",0.2787,0.1962,0.045,-0.0598,2.1893,0.1191,4.5157,0.3592,0.0574,"[[0.1962, -0.3502, 0.0851], [-0.3502, 2.1894, -0.3244], [0.0851, -0.3244, 0.3592]]",-0.0115,6.313,0.1448,1.7521,24.7841,0.1429,21.4589,18.108,0.2202,"[[6.3133, -6.4216, 2.6157], [-6.4216, 24.7853, -0.138], [2.6157, -0.138, 18.1089]]",0.477,16.2807,0.2511,3.2458,90.4426,0.2783,3.7257,61.8398,0.4093,"[[16.2815, -9.9933, 8.0233], [-9.9933, 90.4468, -0.8274], [8.0233, -0.8274, 61.8426]]",-10.6023,18.5163,0.4086,-0.7036,11.1451,0.4736,1.5112,25.0619,0.7246,"[[18.5172, -8.3744, 6.6806], [-8.3744, 11.1456, 1.4922], [6.6806, 1.4922, 25.0631]]",21.6869,57.5596,0.6415,5.4424,306.7705,1.5493,3.9971,294.2163,1.5341,"[[57.5623, 46.2438, 61.5176], [46.2438, 306.7847, 274.2967], [61.5176, 274.2967, 294.2299]]",-0.5633,25.8603,0.5569,89.4679,126.4388,1.5692,5.9933,339.3434,1.0924,"[[25.8615, -10.696, -42.5599], [-10.696, 126.4446, -24.5808], [-42.5599, -24.5808, 339.3591]]",-5.6792,27.1763,0.6182,3.7716,27.1852,0.546,-25.1005,85.8697,1.0313,"[[27.1776, -4.8133, -21.116], [-4.8133, 27.1865, 8.7603], [-21.116, 8.7603, 85.8737]]",-9.4554,17.2217,0.3899,-0.768,10.1552,0.3813,-1.0065,30.9037,0.5377,"[[17.2225, -8.0123, 11.3436], [-8.0123, 10.1557, -2.7653], [11.3436, -2.7653, 30.9052]]",23.8783,59.072,0.6091,5.3282,394.5481,1.6188,12.4836,428.4432,1.5764,"[[59.0748, -28.5419, 11.8018], [-28.5419, 394.5664, 365.0915], [11.8018, 365.0915, 428.4631]]",-3.7497,84.8662,0.6326,86.1318,272.735,1.4994,14.364,789.3027,1.178,"[[84.8701, 57.6491, -198.0584], [57.6491, 272.7476, -259.2507], [-198.0584, -259.2507, 789.3392]]",5.6218,83.532,0.7876,-4.0706,87.8847,0.7832,-20.3698,127.6322,1.0491,"[[83.5358, -17.1531, -54.5717], [-17.1531, 87.8887, 24.4272], [-54.5717, 24.4272, 127.6381]]",-1.2102,28.9933,0.5501,-3.5273,39.7368,0.7957,-38.346,245.2645,1.4983,"[[28.9946, -20.2985, 26.7939], [-20.2985, 39.7387, 27.6691], [26.7939, 27.6691, 245.2758]]",4.5729,13.0152,0.646,-1.5557,76.5567,0.9374,15.1949,546.4249,2.2586,"[[13.0158, 5.0827, 4.152], [5.0827, 76.5603, -111.5069], [4.152, -111.5069, 546.4502]]",-4.1603,27.1295,0.576,2.3773,48.3685,0.9339,-9.3824,169.3944,1.5377,"[[27.1307, -25.1988, 48.3771], [-25.1988, 48.3708, -61.2104], [48.3771, -61.2104, 169.4022]]",0.3653,14.9916,0.7121,0.1677,1.0039,0.2332,-8.2875,209.0901,2.4669,"[[14.9923, 1.8089, -20.8245], [1.8089, 1.0039, -6.7715], [-20.8245, -6.7715, 209.0998]]",3.33,33.1681,0.5604,-10.9562,38.1263,0.7331,-35.4837,355.8425,1.8143,"[[33.1696, -7.4308, 21.7966], [-7.4308, 38.1281, 88.7684], [21.7966, 88.7684, 355.859]]",4.3461,26.8693,0.6244,-2.7227,112.6689,0.9945,20.1487,581.7982,2.2757,"[[26.8705, -5.3576, 70.6525], [-5.3576, 112.6741, -192.3046], [70.6525, -192.3046, 581.8251]]",2.8818,8.278,0.5178,2.9062,33.8875,0.8003,-7.8881,199.9325,1.5287,"[[8.2784, 0.639, -13.8047], [0.639, 33.889, -46.3255], [-13.8047, -46.3255, 199.9417]]",-2.0711,19.8655,1.0276,-0.1816,1.5897,0.3407,-8.909,277.0046,2.6421,"[[19.8665, 0.5559, 46.3737], [0.5559, 1.5897, 10.0705], [46.3737, 10.0705, 277.0175]]",1.4339,578.3492,0.1354,7.9905,11209.1688,0.3436,-1.1736,45800.4556,0.4756
